DBP0000034	depositor	Gene Katz
DBP0000034	keyword	T7 tag
DBP0000034	keyword	neomycin resistance
DBP0000034	keyword	expression vector
DBP0000034	keyword	act15 promoter
DBP0000098	depositor	Tian Jin
DBP0000098	synonym	Gbeta-GFP
DBP0000098	synonym	Gb-GFP
DBP0000098	synonym	GFP-Gbeta
DBP0000098	keyword	GFP marker
DBP0000098	keyword	extrachromosomal vector
DBP0000098	keyword	expression vector
DBP0000098	keyword	neomycin resistance
DBP0000099	depositor	Tian Jin
DBP0000099	synonym	Gbeta-YFP
DBP0000099	synonym	Gb-YFP
DBP0000099	synonym	YFP-Gbeta
DBP0000099	keyword	YFP marker
DBP0000099	keyword	expression vector
DBP0000099	keyword	act15 promoter
DBP0000099	keyword	neomycin resistance
DBP0000100	depositor	Tom Egelhoff
DBP0000100	synonym	mhck knockout vector
DBP0000100	keyword	blasticidin resistance
DBP0000100	keyword	knockout vector
DBP0000101	depositor	Tom Egelhoff
DBP0000101	synonym	mhck-knockout vector
DBP0000101	keyword	thymidine selection
DBP0000101	keyword	knockout vector
DBP0000102	depositor	Tom Egelhoff
DBP0000102	synonym	mhck-knockout vector
DBP0000102	keyword	hygromycin resistance
DBP0000102	keyword	knockout vector
DBP0000103	depositor	A. Noegel?
DBP0000103	synonym	pDNeoII
DBP0000103	synonym	pDNeo II
DBP0000103	synonym	pDNeo 2
DBP0000103	synonym	pD-neo
DBP0000103	synonym	pDNeo-II
DBP0000103	synonym	pDNeo-2
DBP0000103	keyword	neomycin resistance
DBP0000103	keyword	expression vector
DBP0000103	keyword	act6 promoter
DBP0000103	keyword	act15 promoter
DBP0000104	depositor	Tamao Saito
DBP0000104	keyword	blasticidin resistance
DBP0000104	keyword	knockout vector
DBP0000105	depositor	Tamao Saito
DBP0000105	keyword	blasticidin resistance
DBP0000105	keyword	knockout vector
DBP0000106	depositor	Yukako Asano (Kazuo Sutoh)
DBP0000106	synonym	amiB KO
DBP0000106	synonym	R8-2Cla#19/pUC118(Bsr)
DBP0000106	keyword	REMI vector
DBP0000106	keyword	knockout vector
DBP0000107	depositor	Yukako Asano (Kazuo Sutoh)
DBP0000107	synonym	amiB KO
DBP0000107	synonym	R12-3Nde#1/pUC118(Bsr)
DBP0000107	keyword	REMI vector
DBP0000107	keyword	knockout vector
DBP0000011	depositor	Tom Egelhoff
DBP0000011	synonym	A15/gfp-neo
DBP0000011	keyword	GFP marker
DBP0000011	keyword	expression vector
DBP0000011	keyword	extrachromosomal vector
DBP0000011	keyword	neomycin resistance
DBP0000011	keyword	act15 promoter
DBP0000012	depositor	Menno Knetsch (Dietmar Manstein)
DBP0000012	synonym	Ddp2-orf
DBP0000012	synonym	p-REP
DBP0000012	keyword	expression vector
DBP0000013	depositor	Barrie Coukell
DBP0000013	synonym	SSL268
DBP0000014	depositor	Barrie Coukell
DBP0000014	synonym	calmodulin 1
DBP0000015	depositor	Barrie Coukell
DBP0000015	synonym	Not available
DBP0000016	depositor	Barrie Coukell
DBP0000016	synonym	ncsA/bsR (SSL268)
DBP0000016	keyword	knockout vector
DBP0000016	keyword	blasticidin resistance
DBP0000017	depositor	Annette Muller-Taubenberger
DBP0000017	synonym	cnx-gfp
DBP0000017	synonym	cnxa-gfp
DBP0000017	keyword	neomycin resistance
DBP0000017	keyword	GFP marker
DBP0000017	keyword	expression vector
DBP0000017	keyword	extrachromosomal vector
DBP0000018	depositor	Annette Muller-Taubenberger
DBP0000018	synonym	gfp-crta
DBP0000018	synonym	gfp-calreticulin
DBP0000018	keyword	neomycin resistance
DBP0000018	keyword	expression vector
DBP0000018	keyword	extrachromosomal vector
DBP0000018	keyword	GFP marker
DBP0000020	depositor	Peter Devreotes
DBP0000020	synonym	cAR1
DBP0000020	synonym	pmc-34
DBP0000020	keyword	extrachromosomal vector
DBP0000020	keyword	neomycin resistance
DBP0000022	depositor	Peter Devreotes
DBP0000022	synonym	pJK-3
DBP0000022	keyword	extrachromosomal vector
DBP0000022	keyword	expression vector
DBP0000023	depositor	Peter Devreotes
DBP0000023	keyword	expression vector
DBP0000023	keyword	act15 promoter
DBP0000025	depositor	Peter Devreotes
DBP0000025	keyword	neomycin resistance
DBP0000025	keyword	expression vector
DBP0000025	keyword	act15promoter
DBP0000026	depositor	Peter Devreotes
DBP0000026	synonym	ptora b18
DBP0000026	synonym	ptorab18
DBP0000026	keyword	expression vector
DBP0000027	depositor	Peter Devreotes
DBP0000027	synonym	pRH-130
DBP0000027	synonym	pRHI-30
DBP0000027	synonym	pRH130
DBP0000027	keyword	REMI vector
DBP0000028	depositor	Peter Devreotes
DBP0000028	synonym	pCAR2B18
DBP0000028	keyword	expression vector
DBP0000029	depositor	Peter Devreotes
DBP0000029	synonym	pcar3 b18
DBP0000029	synonym	pcar3b18
DBP0000029	keyword	expression vector
DBP0000030	depositor	Peter Devreotes
DBP0000030	synonym	pRJ-525
DBP0000031	depositor	Dietmar Manstein
DBP0000031	keyword	His tag
DBP0000031	keyword	Myc tag
DBP0000031	keyword	neomycin resistance
DBP0000031	keyword	expression vector
DBP0000031	keyword	act15 promoter
DBP0000033	depositor	Gadi Shaulsky
DBP0000033	synonym	pBSR-3
DBP0000033	keyword	blasticidin resistance
DBP0000033	keyword	REMI vector
DBP0000033	keyword	act15 promoter
DBP0000033	keyword	neomycin resistance
DBP0000035	depositor	Jakob Franke
DBP0000035	keyword	T7 tag
DBP0000035	keyword	neomycin resistance
DBP0000035	keyword	expression vector
DBP0000035	keyword	act15 promoter
DBP0000036	depositor	Frantisek Puta
DBP0000036	keyword	blasticidin resistance
DBP0000037	depositor	Frantisek Puta
DBP0000037	keyword	blasticidin resistance
DBP0000038	depositor	Frantisek Puta
DBP0000038	keyword	blasticidin resistance
DBP0000039	depositor	Jeff Williams
DBP0000039	synonym	ecmB
DBP0000039	synonym	ST310
DBP0000039	keyword	ecmB promoter
DBP0000039	keyword	neomycin resistance
DBP0000039	keyword	galactosidase marker
DBP0000040	depositor	Jeff Williams
DBP0000040	synonym	ecmA
DBP0000040	synonym	ST430
DBP0000040	keyword	ecmA promoter
DBP0000040	keyword	neomycin resistance
DBP0000040	keyword	galactosidase marker
DBP0000041	depositor	G. Shaulsky
DBP0000041	synonym	pUC-bsR-deltaBam
DBP0000041	keyword	REMI vector
DBP0000041	keyword	blasticidin resistance
DBP0000043	depositor	Peter Devreotes
DBP0000044	depositor	Mieke Blaauw (Peter van Haastert)
DBP0000044	synonym	MB-35
DBP0000044	keyword	neomycin resistance
DBP0000044	keyword	act6 promoter
DBP0000044	keyword	act15 promoter
DBP0000044	keyword	neomycin resistance
DBP0000044	keyword	tetOFF vector
DBP0000045	depositor	Mieke Blaauw (Peter van Haastert)
DBP0000045	synonym	MB-38
DBP0000045	keyword	act15 promoter
DBP0000045	keyword	blasticidin resistance
DBP0000046	depositor	Jeff Williams
DBP0000046	synonym	ecmAgal
DBP0000046	synonym	ecmA/gal
DBP0000046	synonym	#116
DBP0000046	synonym	ecmA-lacZ
DBP0000046	synonym	ecmA/lacZ
DBP0000046	synonym	ecmAlacZ
DBP0000046	keyword	galactosidase marker
DBP0000046	keyword	expression vector
DBP0000046	keyword	act15 promoter
DBP0000046	keyword	act6 promoter
DBP0000046	keyword	neomycin resistance
DBP0000046	keyword	ecmA promoter
DBP0000048	depositor	Jeff Williams
DBP0000048	synonym	#019 (pActRsub-A<sup>E</sup>B<sup>E</sup>)
DBP0000048	keyword	act15 promoter
DBP0000048	keyword	act6 promoter
DBP0000048	keyword	expression vector
DBP0000048	keyword	neomycin resistance
DBP0000117	depositor	David Knecht
DBP0000117	synonym	pA15-Gal
DBP0000117	synonym	pA15-lacZ
DBP0000117	synonym	pA15lacZ
DBP0000117	synonym	pA15Gal
DBP0000117	keyword	galactosidase marker
DBP0000117	keyword	neomycin resistance
DBP0000117	keyword	expression vector
DBP0000117	keyword	act6 promoter
DBP0000117	keyword	act15 promoter
DBP0000108	depositor	Yukako Asano (Taro Uyeda)
DBP0000108	synonym	Arp2-GFP/pBIG(G418)
DBP0000108	synonym	arpB-gfp/pBIG
DBP0000108	keyword	GFP marker
DBP0000108	keyword	neomycin resistance
DBP0000108	keyword	act15 promoter
DBP0000108	keyword	expression vector
DBP0000019	depositor	Peter Devreotes
DBP0000019	synonym	cAR1-KO vector
DBP0000019	synonym	pmc-25
DBP0000019	keyword	knockout vector
DBP0000158	depositor	Mark Bretscher
DBP0000158	synonym	CS-4
DBP0000158	keyword	blasticidin resistance
DBP0000158	keyword	cre-loxP vector
DBP0000021	depositor	Peter Devreotes
DBP0000021	keyword	extrachromosomal vector
DBP0000021	keyword	neomycin resistance
DBP0000021	keyword	expression vector
DBP0000021	keyword	act15 promoter
DBP0000118	depositor	Wolfgang Nellen
DBP0000118	synonym	pVE2
DBP0000118	keyword	expression vector
DBP0000118	keyword	discoidin promoter
DBP0000118	keyword	neomycin resistance
DBP0000118	keyword	act15 promoter
DBP0000119	depositor	Tom Egelhoff
DBP0000119	keyword	expression vector
DBP0000119	keyword	hygromycin resistance
DBP0000120	depositor	Tom Egelhoff
DBP0000120	keyword	expression vector
DBP0000120	keyword	extrachromosomal vector
DBP0000120	keyword	hygromycin resistance
DBP0000121	depositor	Tom Egelhoff
DBP0000121	keyword	neomycin resistance
DBP0000121	keyword	extrachromosomal vector
DBP0000121	keyword	act6 promoter
DBP0000122	depositor	Tom Egelhoff
DBP0000122	keyword	extrachromosomal vector
DBP0000122	keyword	expression vector
DBP0000122	keyword	neomycin resistance
DBP0000123	depositor	Tom Egelhoff
DBP0000123	synonym	Not available
DBP0000123	keyword	expression vector
DBP0000123	keyword	neomycin resistance
DBP0000123	keyword	extrachromosomal vector
DBP0000124	depositor	Karl Saxe
DBP0000124	synonym	carb/lacz
DBP0000124	synonym	carB-lacZ
DBP0000124	synonym	car2-lacZ
DBP0000124	synonym	car2/lacZ
DBP0000124	keyword	galactosidase marker
DBP0000124	keyword	expression vector
DBP0000124	keyword	act6 promoter
DBP0000124	keyword	neomycin resistance
DBP0000125	depositor	Jeff Hadwiger
DBP0000125	synonym	Galpha4
DBP0000125	synonym	expr.vector
DBP0000125	keyword	expression vector
DBP0000125	keyword	neomycin resistance
DBP0000126	depositor	Jeff Hadwiger
DBP0000126	synonym	Galpha4/lacz
DBP0000126	keyword	expression vector
DBP0000126	keyword	neomycin resistance
DBP0000126	keyword	galactosidase marker
DBP0000127	depositor	Jeff Hadwiger
DBP0000127	synonym	Galpha5
DBP0000127	synonym	Ga5
DBP0000127	keyword	expression vector
DBP0000127	keyword	neomycin resistance
DBP0000128	depositor	Jeff Hadwiger
DBP0000128	synonym	Galpha5/lacz
DBP0000128	keyword	expression vector
DBP0000128	keyword	neomycin resistance
DBP0000128	keyword	galactosidase marker
DBP0000129	depositor	Jeff Hadwiger
DBP0000129	synonym	Galpha5KO
DBP0000129	synonym	Galpha5::THY1
DBP0000129	keyword	knockout vector
DBP0000047	depositor	Jeff Williams
DBP0000047	synonym	ecmOgal
DBP0000047	synonym	ecmO/gal
DBP0000047	synonym	#092
DBP0000047	synonym	ecmO-lacZ
DBP0000047	synonym	ecmO/lacZ
DBP0000047	synonym	ecmOlacZ
DBP0000047	keyword	galactosidase marker
DBP0000047	keyword	expression vector
DBP0000047	keyword	act15 promoter
DBP0000047	keyword	act6 promoter
DBP0000047	keyword	neomycin resistance
DBP0000047	keyword	ecmO promoter
DBP0000051	depositor	Jeff Williams
DBP0000051	synonym	ecmBneogal
DBP0000051	synonym	EcmB-Neo-Gal
DBP0000051	synonym	#044
DBP0000051	synonym	ecmB/gal
DBP0000051	synonym	ecmBgal
DBP0000051	synonym	ecmB-lacZ
DBP0000051	synonym	ecmB/lacZ
DBP0000051	synonym	ecmBlacZ
DBP0000051	keyword	galactosidase marker
DBP0000051	keyword	expression vector
DBP0000051	keyword	act15 promoter
DBP0000051	keyword	act6 promoter
DBP0000051	keyword	neomycin resistance
DBP0000051	keyword	ecmB promoter
DBP0000178	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000178	synonym	no. 375
DBP0000178	synonym	psa-gfp
DBP0000178	synonym	V/PsA-S65TGFP
DBP0000178	keyword	neomycin resistance
DBP0000178	keyword	GFP marker
DBP0000178	keyword	expression vector
DBP0000178	keyword	psA promoter
DBP0000179	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000179	keyword	act15 promoter
DBP0000179	keyword	GFP marker
DBP0000179	keyword	expression vector
DBP0000180	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000180	synonym	no. 324
DBP0000180	keyword	neomycin resistance
DBP0000180	keyword	ecmA promoter
DBP0000180	keyword	expression vector
DBP0000180	keyword	GFP marker
DBP0000181	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000181	keyword	psA promoter
DBP0000181	keyword	expression vector
DBP0000181	keyword	galactosidase marker
DBP0000182	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000182	keyword	act6 promoter
DBP0000182	keyword	expression vector
DBP0000183	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000183	keyword	galactosidase marker
DBP0000183	keyword	psA promoter
DBP0000183	keyword	expression vector
DBP0000184	depositor	Harry MacWilliams (through Herb Ennis)
DBP0000184	keyword	galactosidase marker
DBP0000184	keyword	expression vector
DBP0000185	depositor	Del Richardson (via Stefan Pukatzki)
DBP0000185	synonym	spi-lacZ
DBP0000185	keyword	act6 promoter
DBP0000185	keyword	neomycin resistance
DBP0000185	keyword	galactosidase marker
DBP0000186	depositor	Dietmar Manstein
DBP0000186	synonym	pDXA-Hygro
DBP0000186	synonym	pDXA-3Hygro
DBP0000186	keyword	expression vector
DBP0000186	keyword	hygromycin resistance
DBP0000186	keyword	act15 promoter
DBP0000186	keyword	His tag
DBP0000187	depositor	Tom Egelhoff
DBP0000187	keyword	hygromycin resistance
DBP0000187	keyword	act15 promoter
DBP0000188	depositor	Jeff Hadwiger
DBP0000188	synonym	Galpha4KO
DBP0000188	synonym	Galpha4::pyr5-6
DBP0000188	synonym	Ga4-KO
DBP0000188	keyword	knockout vector
DBP0000189	depositor	Peter Devreotes
DBP0000189	synonym	ptora/gfp-b18
