DBS0236830	mutagenesis method	Homologous Recombination
DBS0236830	mutant type	endogenous insertion
DBS0236830	synonym	ptnA-
DBS0236830	systematic name	DBS0236830
DBS0236426	mutagenesis method	Homologous Recombination
DBS0236426	synonym	IP6K-
DBS0236426	synonym	Insp6K
DBS0236426	systematic name	DBS0236426
DBS0236895	mutagenesis method	Homologous Recombination
DBS0236895	mutant type	endogenous deletion
DBS0236895	synonym	RI-1
DBS0236895	systematic name	RI1
DBS0236896	mutagenesis method	Homologous Recombination
DBS0236896	mutant type	endogenous deletion
DBS0236896	synonym	aimless-null
DBS0236896	synonym	RI-19
DBS0236896	synonym	RasGefA-
DBS0236896	systematic name	RI19
DBS0236440	mutagenesis method	Homologous Recombination
DBS0236440	synonym	JB-6
DBS0236440	synonym	car3-
DBS0236440	systematic name	JB6
DBS0236436	mutagenesis method	Restriction Enzyme-Mediated Integration
DBS0236436	mutant type	endogenous insertion
DBS0236436	synonym	RasGefA-
DBS0236436	synonym	JB-10
DBS0236436	synonym	jb10-ale
DBS0236436	synonym	jb10 ale
DBS0236436	synonym	jb10ale
DBS0236436	systematic name	JB10
DBS0236455	mutagenesis method	Random Insertion
DBS0236455	mutant type	exogenous mutation
DBS0236455	synonym	cAR1-oxp-AX3
DBS0236455	synonym	cAR1-OE in ax-3
DBS0236455	synonym	car1-ox
DBS0236455	synonym	[OE]:carA
DBS0236455	systematic name	JK1
DBS0236831	mutagenesis method	Random Insertion
DBS0236831	mutant type	exogenous insertion
DBS0236831	synonym	PTEN-GFP/pten&#8722;
DBS0236831	synonym	PTEN//pten&#8722;
DBS0236831	systematic name	DBS0236831
DBS0236464	mutagenesis method	Homologous Recombination
DBS0236464	mutant type	endogenous mutation
DBS0236464	synonym	JS-14
DBS0236464	synonym	delta208
DBS0236464	synonym	d208
DBS0236464	systematic name	JS14
DBS0236767	mutagenesis method	Restriction Enzyme-Mediated Integration
DBS0236767	mutant type	endogenous mutation
DBS0236767	synonym	MYC15 or MYC28
DBS0236767	synonym	pia-
DBS0236767	systematic name	DBS0236767
DBS0237017	mutagenesis method	Homologous Recombination
DBS0237017	mutant type	endogenous mutation
DBS0237017	systematic name	DBS0237017
DBS0235560	mutagenesis method	Random Insertion
DBS0235560	synonym	pcp105-crac
DBS0235560	synonym	pcp-105-crac
DBS0235560	synonym	C3/crac-
DBS0235560	systematic name	DBS0235560
DBS0236457	mutagenesis method	Homologous Recombination
DBS0236457	mutant type	exogenous insertion
DBS0236457	systematic name	JM3
DBS0236575	mutagenesis method	Homologous Recombination
DBS0236575	mutant type	endogenous mutation
DBS0236575	synonym	myc2
DBS0236575	synonym	Galpha2-
DBS0236575	synonym	Ga2-
DBS0236575	synonym	myc-2
DBS0236575	synonym	frigidA
DBS0236575	systematic name	DBS0236575
DBS0237092	mutagenesis method	Random Insertion
DBS0237092	mutant type	exogenous mutation
DBS0237092	synonym	yakagfp
DBS0237092	systematic name	DBS0237092
DBS0235407	mutagenesis method	Homologous Recombination
DBS0235407	mutant type	endogenous mutation
DBS0235407	synonym	delta317
DBS0235407	synonym	d317
DBS0235407	synonym	&#916;317
DBS0235407	synonym	car1 null
DBS0235407	systematic name	DBS0235407
DBS0237018	mutagenesis method	Random Insertion
DBS0237018	mutant type	exogenous mutation
DBS0237018	synonym	TorA-gfp
